品番,品名,長さ,幅,高さ,重量,数量
534734,AM0001,350,215,265,8.6,2
549141,IV0001,440,303,313,19.5,1
555576,GK0001,360,214,307,8.3,2
559785,HI0001,460,223,307,16.0,1
