品番,品名,長さ,幅,高さ,重量,数量
548336,IW0001,275,190,150,2.06,3
548385,IX0001,425,250,200,6.46,2
548464,KM0001,315,200,205,5.2,2
940392,HQ0001,361,291,226,8.1,1
