BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
18,168,604393,2.5,230,185,180,2,
18,168,604393,2.5,230,185,180,2,
18,168,604394,2.5,230,190,180,2,
18,168,604394,2.5,230,190,180,2,
18,168,604395,2.5,230,190,180,2,
18,168,604395,2.5,230,190,180,2,
18,218,939999,1.5,320,210,270,14,
18,218,939999,1.5,320,210,270,14,
18,218,939999,1.5,320,210,270,14,
18,218,939999,1.5,320,210,270,14,
18,218,939999,1.5,320,210,270,14,
18,218,939999,1.5,320,210,270,14,
18,218,939999,1.5,320,210,270,14,
18,218,939999,1.5,320,210,270,14,
18,218,939999,1.5,320,210,270,14,
18,218,939999,1.5,320,210,270,14,
18,218,939999,1.5,320,210,270,14,
18,218,939999,1.5,320,210,270,14,
18,218,939999,1.5,320,210,270,14,
18,218,939999,1.5,320,210,270,14,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
18,218,940000,1.5,320,208,274,55,
19,280,548336,2.06,275,190,150,3,
19,280,548336,2.06,275,190,150,3,
19,280,548336,2.06,275,190,150,3,
19,280,548385,6.46,425,250,200,2,
19,280,548385,6.46,425,250,200,2,
19,280,548464,5.2,315,200,205,2,
19,280,548464,5.2,315,200,205,2,
19,280,940392,8.1,361,291,226,1,
20,231,531045,6.5,355,159,261,1,
20,231,537298,7.36,435,215,230,1,
20,231,547399,8.18,330,265,250,2,tan
20,231,547399,8.18,330,265,250,2,tan
20,231,548635,3.46,475,318,360,1,
20,231,550936,12.3,490,262,166,1,
20,231,551429,3.5,475,265,445,1,
20,231,554216,6.54,316,170,211,1,
20,231,554658,11.5,420,215,260,1,
20,231,557623,1.7,435,340,235,1,
20,231,557940,3,403,245,362,1,
20,231,558229,7.1,360,335,145,2,
20,231,558229,7.1,360,335,145,2,
20,231,558683,5,540,275,420,2,
20,231,558683,5,540,275,420,2,
20,231,558765,11.6,555,245,265,1,
20,231,559111,7.9,355,220,310,1,
20,231,601449,7.8,361,215,264,1,
20,231,601452,7.8,355,210,260,1,
20,231,601456,7.8,360,215,305,1,
20,231,601458,7.9,355,215,305,2,
20,231,601458,7.9,355,215,305,2,
20,231,601460,7.86,356,214,262,1,
20,231,601869,8.7,356,217,291,4,
20,231,601869,8.7,356,217,291,4,
20,231,601869,8.7,356,217,291,4,
20,231,601869,8.7,356,217,291,4,
20,231,601996,5.9,398,236,235,1,
20,231,602800,3.3,398,308,399,1,
20,231,699474,5.5,345,210,175,1,
20,231,699970,3.3,458,314,384,1,
20,231,915806,12.9,480,285,175,1,
20,231,919421,9.8,354,236,259,1,
20,299,534734,8.6,350,215,265,2,royalblue
20,299,534734,8.6,350,215,265,2,royalblue
20,299,534736,8.6,361,215,265,4,
20,299,534736,8.6,361,215,265,4,
20,299,534736,8.6,361,215,265,4,
20,299,534736,8.6,361,215,265,4,
20,299,545366,8.9,361,271,205,1,
20,299,545370,8.84,360,270,205,1,
20,299,550677,9,355,270,205,1,
20,299,550678,8.9,350,270,205,1,chartreuse
20,299,551477,12.5,430,271,237,1,
20,299,553089,9.3,520,365,400,4,
20,299,553089,9.3,520,365,400,4,
20,299,553089,9.3,520,365,400,4,
20,299,553089,9.3,520,365,400,4,
20,299,554658,11.5,420,215,260,3,
20,299,554658,11.5,420,215,260,3,
20,299,554658,11.5,420,215,260,3,
20,299,558763,8.2,355,215,285,1,
20,299,558769,11.7,430,271,237,1,mediumvioletred
20,299,558802,7.36,385,315,130,8,
20,299,558802,7.36,385,315,130,8,
20,299,558802,7.36,385,315,130,8,
20,299,558802,7.36,385,315,130,8,
20,299,558802,7.36,385,315,130,8,
20,299,558802,7.36,385,315,130,8,
20,299,558802,7.36,385,315,130,8,
20,299,558802,7.36,385,315,130,8,
20,299,558862,4.6,545,265,360,1,
20,299,559206,5.8,362,209,172,2,
20,299,559206,5.8,362,209,172,2,
20,299,579347,16.4,340,330,340,1,
20,299,601450,7.8,360,215,305,1,
20,299,601748,12.2,390,255,230,2,
20,299,601748,12.2,390,255,230,2,
20,299,601869,8.7,356,217,291,2,
20,299,601869,8.7,356,217,291,2,
20,299,603490,8.7,400,235,220,1,
20,299,603491,8.7,395,235,215,1,
20,299,603493,8.7,414,240,221,2,
20,299,603493,8.7,414,240,221,2,
20,299,611012,7.84,355,214,262,2,
20,299,611012,7.84,355,214,262,2,
20,299,941244,7.8,361,215,264,1,
20,299,941369,11.7,350,195,255,1,
21,193,558802,7.36,385,315,130,13,
21,193,558802,7.36,385,315,130,13,
21,193,558802,7.36,385,315,130,13,
21,193,558802,7.36,385,315,130,13,
21,193,558802,7.36,385,315,130,13,
21,193,558802,7.36,385,315,130,13,
21,193,558802,7.36,385,315,130,13,
21,193,558802,7.36,385,315,130,13,
21,193,558802,7.36,385,315,130,13,
21,193,558802,7.36,385,315,130,13,
21,193,558802,7.36,385,315,130,13,
21,193,558802,7.36,385,315,130,13,
21,193,558802,7.36,385,315,130,13,
21,193,559096,7.3,361,215,264,1,
21,193,941240,7.7,355,215,265,4,
21,193,941240,7.7,355,215,265,4,
21,193,941240,7.7,355,215,265,4,
21,193,941240,7.7,355,215,265,4,
21,193,941244,7.8,361,215,264,4,
21,193,941244,7.8,361,215,264,4,
21,193,941244,7.8,361,215,264,4,
21,193,941244,7.8,361,215,264,4,
21,288,558229,7.1,360,335,145,1,
21,288,558868,5.1,525,280,405,1,
21,9557,557620,1.7,580,400,280,3,
21,9557,557620,1.7,580,400,280,3,
21,9557,557620,1.7,580,400,280,3,
21,9557,699541,3,410,310,155,1,
22,382,538317,8.58,355,305,250,2,
22,382,538317,8.58,355,305,250,2,
22,382,554331,8.9,443,207,212,15,
22,382,554331,8.9,443,207,212,15,
22,382,554331,8.9,443,207,212,15,
22,382,554331,8.9,443,207,212,15,
22,382,554331,8.9,443,207,212,15,
22,382,554331,8.9,443,207,212,15,
22,382,554331,8.9,443,207,212,15,
22,382,554331,8.9,443,207,212,15,
22,382,554331,8.9,443,207,212,15,
22,382,554331,8.9,443,207,212,15,
22,382,554331,8.9,443,207,212,15,
22,382,554331,8.9,443,207,212,15,
22,382,554331,8.9,443,207,212,15,
22,382,554331,8.9,443,207,212,15,
22,382,554331,8.9,443,207,212,15,
22,382,556259,8.2,414,240,221,15,
22,382,556259,8.2,414,240,221,15,
22,382,556259,8.2,414,240,221,15,
22,382,556259,8.2,414,240,221,15,
22,382,556259,8.2,414,240,221,15,
22,382,556259,8.2,414,240,221,15,
22,382,556259,8.2,414,240,221,15,
22,382,556259,8.2,414,240,221,15,
22,382,556259,8.2,414,240,221,15,
22,382,556259,8.2,414,240,221,15,
22,382,556259,8.2,414,240,221,15,
22,382,556259,8.2,414,240,221,15,
22,382,556259,8.2,414,240,221,15,
22,382,556259,8.2,414,240,221,15,
22,382,556259,8.2,414,240,221,15,
22,382,559580,8.6,385,265,180,15,
22,382,559580,8.6,385,265,180,15,
22,382,559580,8.6,385,265,180,15,
22,382,559580,8.6,385,265,180,15,
22,382,559580,8.6,385,265,180,15,
22,382,559580,8.6,385,265,180,15,
22,382,559580,8.6,385,265,180,15,
22,382,559580,8.6,385,265,180,15,
22,382,559580,8.6,385,265,180,15,
22,382,559580,8.6,385,265,180,15,
22,382,559580,8.6,385,265,180,15,
22,382,559580,8.6,385,265,180,15,
22,382,559580,8.6,385,265,180,15,
22,382,559580,8.6,385,265,180,15,
22,382,559580,8.6,385,265,180,15,
22,382,559731,2,345,305,220,13,
22,382,559731,2,345,305,220,13,
22,382,559731,2,345,305,220,13,
22,382,559731,2,345,305,220,13,
22,382,559731,2,345,305,220,13,
22,382,559731,2,345,305,220,13,
22,382,559731,2,345,305,220,13,
22,382,559731,2,345,305,220,13,
22,382,559731,2,345,305,220,13,
22,382,559731,2,345,305,220,13,
22,382,559731,2,345,305,220,13,
22,382,559731,2,345,305,220,13,
22,382,559731,2,345,305,220,13,
23,230,546752,5.76,355,210,215,1,
23,230,550794,9,356,217,311,1,
23,230,551043,4.38,350,215,285,2,
23,230,551043,4.38,350,215,285,2,
23,230,552998,23,440,305,310,1,
23,230,558229,7.1,360,335,145,3,
23,230,558229,7.1,360,335,145,3,
23,230,558229,7.1,360,335,145,3,
23,230,558802,7.36,385,315,130,10,
23,230,558802,7.36,385,315,130,10,
23,230,558802,7.36,385,315,130,10,
23,230,558802,7.36,385,315,130,10,
23,230,558802,7.36,385,315,130,10,
23,230,558802,7.36,385,315,130,10,
23,230,558802,7.36,385,315,130,10,
23,230,558802,7.36,385,315,130,10,
23,230,558802,7.36,385,315,130,10,
23,230,558802,7.36,385,315,130,10,
23,230,558829,9.9,354,236,259,1,
23,230,558937,14,420,210,300,1,
23,230,559100,7.6,356,217,311,1,
23,230,559206,5.8,362,209,172,4,
23,230,559206,5.8,362,209,172,4,
23,230,559206,5.8,362,209,172,4,
23,230,559206,5.8,362,209,172,4,
23,230,559785,16,460,223,307,1,
23,230,579347,16.4,340,330,340,2,
23,230,579347,16.4,340,330,340,2,
23,230,601458,7.9,355,215,305,4,
23,230,601458,7.9,355,215,305,4,
23,230,601458,7.9,355,215,305,4,
23,230,601458,7.9,355,215,305,4,
23,230,616855,8.9,350,265,205,1,
23,230,919418,10.85,345,195,255,1,
23,230,919423,10.9,350,195,255,1,
23,230,919445,10.2,354,236,259,1,
23,9771,559255,4.8,380,340,370,1,
23,9771,559260,3.3,378,258,372,1,
24,259,548336,2.06,275,190,150,2,
24,259,548336,2.06,275,190,150,2,
24,259,548385,6.46,425,250,200,2,
24,259,548385,6.46,425,250,200,2,
24,259,550918,8.5,410,199,163,2,
24,259,550918,8.5,410,199,163,2,
24,259,551477,12.5,430,271,237,1,
24,259,551493,5.8,359,214,215,1,
24,259,555576,8.3,360,214,307,1,
24,259,557673,5.3,277,200,217,1,
24,259,558229,7.1,360,335,145,1,
24,259,558763,8.2,355,215,285,2,
24,259,558763,8.2,355,215,285,2,
24,259,558802,7.36,385,315,130,3,
24,259,558802,7.36,385,315,130,3,
24,259,558802,7.36,385,315,130,3,
24,259,558812,7.38,385,316,132,1,mediumspringgreen
24,259,559206,5.8,362,209,172,1,
24,259,601452,7.8,355,210,260,1,
24,259,601458,7.9,355,215,305,1,
24,259,601632,7.4,350,265,245,1,
24,259,601640,7.4,350,265,245,1,
24,259,601734,14.2,423,269,275,1,
24,259,601869,8.7,356,217,291,1,
24,259,603491,8.7,395,235,215,1,
24,259,699788,7.1,305,275,230,3,
24,259,699788,7.1,305,275,230,3,
24,259,699788,7.1,305,275,230,3,
24,259,916236,9.4,414,240,221,1,
24,368,559206,5.8,362,209,172,1,
24,368,601748,12.2,390,255,230,10,
24,368,601748,12.2,390,255,230,10,
24,368,601748,12.2,390,255,230,10,
24,368,601748,12.2,390,255,230,10,
24,368,601748,12.2,390,255,230,10,
24,368,601748,12.2,390,255,230,10,
24,368,601748,12.2,390,255,230,10,
24,368,601748,12.2,390,255,230,10,
24,368,601748,12.2,390,255,230,10,
24,368,601748,12.2,390,255,230,10,
24,368,699437,3.6,310,210,281,1,
24,368,940426,5.8,350,210,210,1,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
24,368,941026,8.3,385,315,130,50,
25,326,552744,3.5,383,313,342,1,
25,326,558807,7,565,260,405,1,
25,326,558820,4.5,430,325,396,1,
25,326,558837,5.5,450,345,381,2,
25,326,558837,5.5,450,345,381,2,
25,326,558840,5.6,450,360,381,3,
25,326,558840,5.6,450,360,381,3,
25,326,558840,5.6,450,360,381,3,
25,326,558841,6.8,450,365,395,2,
25,326,558841,6.8,450,365,395,2,
25,326,602789,4.8,453,363,383,2,
25,326,602789,4.8,453,363,383,2,
25,326,602792,3.9,380,315,380,1,
25,326,602798,4.7,450,360,380,3,
25,326,602798,4.7,450,360,380,3,
25,326,602798,4.7,450,360,380,3,
26,182,534736,8.6,361,215,265,1,
26,182,554071,6.5,325,175,210,1,
26,182,558229,7.1,360,335,145,6,
26,182,558229,7.1,360,335,145,6,
26,182,558229,7.1,360,335,145,6,
26,182,558229,7.1,360,335,145,6,
26,182,558229,7.1,360,335,145,6,
26,182,558229,7.1,360,335,145,6,
26,182,558728,8.3,383,313,133,5,
26,182,558728,8.3,383,313,133,5,
26,182,558728,8.3,383,313,133,5,
26,182,558728,8.3,383,313,133,5,
26,182,558728,8.3,383,313,133,5,
26,182,558802,7.36,385,315,130,9,
26,182,558802,7.36,385,315,130,9,
26,182,558802,7.36,385,315,130,9,
26,182,558802,7.36,385,315,130,9,
26,182,558802,7.36,385,315,130,9,
26,182,558802,7.36,385,315,130,9,
26,182,558802,7.36,385,315,130,9,
26,182,558802,7.36,385,315,130,9,
26,182,558802,7.36,385,315,130,9,
26,182,559099,7.8,356,217,311,1,
26,182,601867,10.8,377,338,239,1,
26,379,548336,2.06,275,190,150,2,
26,379,548336,2.06,275,190,150,2,
26,379,548385,6.46,425,250,200,2,
26,379,548385,6.46,425,250,200,2,
26,379,548464,5.2,315,200,205,2,
26,379,548464,5.2,315,200,205,2,
27,232,601869,8.7,356,217,291,6,
27,232,601869,8.7,356,217,291,6,
27,232,601869,8.7,356,217,291,6,
27,232,601869,8.7,356,217,291,6,
27,232,601869,8.7,356,217,291,6,
27,232,601869,8.7,356,217,291,6,
27,232,602792,3.9,380,315,380,1,
27,232,603493,8.7,414,240,221,8,
27,232,603493,8.7,414,240,221,8,
27,232,603493,8.7,414,240,221,8,
27,232,603493,8.7,414,240,221,8,
27,232,603493,8.7,414,240,221,8,
27,232,603493,8.7,414,240,221,8,
27,232,603493,8.7,414,240,221,8,
27,232,603493,8.7,414,240,221,8,
27,232,699260,8.8,400,240,215,2,
27,232,699260,8.8,400,240,215,2,
27,232,919423,10.9,350,195,255,1,
27,232,940367,6.1,362,209,220,1,
27,232,941260,14.2,430,271,274,1,
27,234,551477,12.5,430,271,237,2,
27,234,551477,12.5,430,271,237,2,
27,234,558228,6.4,360,335,145,3,
27,234,558228,6.4,360,335,145,3,
27,234,558228,6.4,360,335,145,3,
27,234,558229,7.1,360,335,145,1,
27,234,559099,7.8,356,217,311,3,
27,234,559099,7.8,356,217,311,3,
27,234,559099,7.8,356,217,311,3,
27,234,559111,7.9,355,220,310,3,
27,234,559111,7.9,355,220,310,3,
27,234,559111,7.9,355,220,310,3,
27,234,601868,12.5,425,270,237,3,
27,234,601868,12.5,425,270,237,3,
27,234,601868,12.5,425,270,237,3,
27,388,602350,10,355,345,200,5,
27,388,602350,10,355,345,200,5,
27,388,602350,10,355,345,200,5,
27,388,602350,10,355,345,200,5,
27,388,602350,10,355,345,200,5,
27,388,602352,10,355,350,200,10,darkkhaki
27,388,602352,10,355,350,200,10,darkkhaki
27,388,602352,10,355,350,200,10,darkkhaki
27,388,602352,10,355,350,200,10,darkkhaki
27,388,602352,10,355,350,200,10,darkkhaki
27,388,602352,10,355,350,200,10,darkkhaki
27,388,602352,10,355,350,200,10,darkkhaki
27,388,602352,10,355,350,200,10,darkkhaki
27,388,602352,10,355,350,200,10,darkkhaki
27,388,602352,10,355,350,200,10,darkkhaki
27,388,602354,12.5,535,360,155,10,firebrick
27,388,602354,12.5,535,360,155,10,firebrick
27,388,602354,12.5,535,360,155,10,firebrick
27,388,602354,12.5,535,360,155,10,firebrick
27,388,602354,12.5,535,360,155,10,firebrick
27,388,602354,12.5,535,360,155,10,firebrick
27,388,602354,12.5,535,360,155,10,firebrick
27,388,602354,12.5,535,360,155,10,firebrick
27,388,602354,12.5,535,360,155,10,firebrick
27,388,602354,12.5,535,360,155,10,firebrick
27,388,603842,9.58,390,265,250,10,
27,388,603842,9.58,390,265,250,10,
27,388,603842,9.58,390,265,250,10,
27,388,603842,9.58,390,265,250,10,
27,388,603842,9.58,390,265,250,10,
27,388,603842,9.58,390,265,250,10,
27,388,603842,9.58,390,265,250,10,
27,388,603842,9.58,390,265,250,10,
27,388,603842,9.58,390,265,250,10,
27,388,603842,9.58,390,265,250,10,
27,388,919417,7.3,306,233,200,5,
27,388,919417,7.3,306,233,200,5,
27,388,919417,7.3,306,233,200,5,
27,388,919417,7.3,306,233,200,5,
27,388,919417,7.3,306,233,200,5,
28,9246,554826,5.88,550,400,380,1,
28,9246,557620,1.7,580,400,280,2,
28,9246,557620,1.7,580,400,280,2,
28,9249,554823,4.63,559,400,208,2,
28,9249,554823,4.63,559,400,208,2,
28,9249,554824,5.88,550,400,380,2,
28,9249,554824,5.88,550,400,380,2,
28,9249,554825,4.42,557,400,209,2,
28,9249,554825,4.42,557,400,209,2,
28,9249,554826,5.88,550,400,380,2,
28,9249,554826,5.88,550,400,380,2,
28,9249,557620,1.7,580,400,280,3,
28,9249,557620,1.7,580,400,280,3,
28,9249,557620,1.7,580,400,280,3,
28,9249,699540,3.9,489,389,159,1,
28,9249,699541,3,410,310,155,2,
28,9249,699541,3,410,310,155,2,
31,132,538786,8.2,545,270,445,1,
31,132,553089,9.3,520,365,400,1,
31,132,977715,8.5,410,199,163,1,
31,141,548336,2.06,275,190,150,1,
31,141,550888,9.1,350,270,170,2,
31,141,550888,9.1,350,270,170,2,
31,370,534736,8.6,361,215,265,1,
31,370,538785,8.6,512,329,412,1,slategray
31,370,551477,12.5,430,271,237,1,
31,370,552280,8.9,361,271,205,2,
31,370,552280,8.9,361,271,205,2,
31,370,554070,6.56,320,170,205,1,
31,370,554071,6.5,325,175,210,1,
31,370,554962,2.7,460,265,368,1,mediumpurple
31,370,554964,2.8,480,260,395,1,
31,370,555236,5.2,268,208,220,2,
31,370,555236,5.2,268,208,220,2,
31,370,555237,5.2,268,208,220,2,
31,370,555237,5.2,268,208,220,2,
31,370,558802,7.36,385,315,130,2,
31,370,558802,7.36,385,315,130,2,
31,370,558812,7.38,385,316,132,1,mediumspringgreen
31,370,559206,5.8,362,209,172,1,
31,370,601734,14.2,423,269,275,1,
31,370,601869,8.7,356,217,291,2,
31,370,601869,8.7,356,217,291,2,
31,370,602244,5.1,540,355,380,1,
31,370,603493,8.7,414,240,221,1,
31,370,604417,8.8,405,235,220,1,
31,371,545650,13.2,440,230,305,1,
31,371,547119,4.6,455,310,404,3,
31,371,547119,4.6,455,310,404,3,
31,371,547119,4.6,455,310,404,3,
31,371,548336,2.06,275,190,150,1,
31,371,548385,6.46,425,250,200,1,
31,371,550888,9.1,350,270,170,4,
31,371,550888,9.1,350,270,170,4,
31,371,550888,9.1,350,270,170,4,
31,371,550888,9.1,350,270,170,4,
31,371,558862,4.6,545,265,360,1,
31,371,913990,2.1,525,266,157,1,
31,9593,549710,5.4,600,400,310,1,
31,9593,554825,4.42,557,400,209,11,
31,9593,554825,4.42,557,400,209,11,
31,9593,554825,4.42,557,400,209,11,
31,9593,554825,4.42,557,400,209,11,
31,9593,554825,4.42,557,400,209,11,
31,9593,554825,4.42,557,400,209,11,
31,9593,554825,4.42,557,400,209,11,
31,9593,554825,4.42,557,400,209,11,
31,9593,554825,4.42,557,400,209,11,
31,9593,554825,4.42,557,400,209,11,
31,9593,554825,4.42,557,400,209,11,
33,478,380187,8.32,450,250,150,1,seagreen
33,478,556331,8.1,370,230,245,3,plum
33,478,556331,8.1,370,230,245,3,plum
33,478,556331,8.1,370,230,245,3,plum
33,478,602350,10,355,345,200,1,
34,218,554289,7.2,320,180,210,1,
34,218,554809,7.16,320,180,210,1,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
34,218,559257,4.1,365,320,405,20,
35,275,534734,8.6,350,215,265,1,royalblue
35,275,549130,16.8,520,240,240,1,
35,275,549133,5.5,359,214,173,1,
35,275,551043,4.38,350,215,285,1,
35,275,551477,12.5,430,271,237,1,
35,275,553253,2.14,540,340,235,1,floralwhite
35,275,554658,11.5,420,215,260,2,
35,275,554658,11.5,420,215,260,2,
35,275,558802,7.36,385,315,130,2,
35,275,558802,7.36,385,315,130,2,
35,275,558812,7.38,385,316,132,3,mediumspringgreen
35,275,558812,7.38,385,316,132,3,mediumspringgreen
35,275,558812,7.38,385,316,132,3,mediumspringgreen
35,275,558862,4.6,545,265,360,1,
35,275,558868,5.1,525,280,405,1,
35,275,558947,10.1,363,212,215,1,
35,275,558949,10.1,360,215,215,1,
35,275,559206,5.8,362,209,172,1,
35,275,559208,6.9,350,170,255,1,
35,275,601710,7.7,428,298,239,1,
35,275,601869,8.7,356,217,291,3,
35,275,601869,8.7,356,217,291,3,
35,275,601869,8.7,356,217,291,3,
35,275,602243,4.5,530,332,360,1,
35,275,603491,8.7,395,235,215,1,
35,275,603492,8.7,414,240,221,2,
35,275,603492,8.7,414,240,221,2,
35,275,603493,8.7,414,240,221,1,
35,275,699437,3.6,310,210,281,1,
35,275,699730,8.9,410,235,220,2,
35,275,699730,8.9,410,235,220,2,
35,275,699971,3.1,424,314,380,1,
35,275,699981,3.8,304,254,209,1,
35,275,916236,9.4,414,240,221,1,
35,275,919506,5.9,428,236,235,1,
35,275,940426,5.8,350,210,210,1,
35,275,941244,7.8,361,215,264,1,
36,122,601869,8.7,356,217,291,7,
36,122,601869,8.7,356,217,291,7,
36,122,601869,8.7,356,217,291,7,
36,122,601869,8.7,356,217,291,7,
36,122,601869,8.7,356,217,291,7,
36,122,601869,8.7,356,217,291,7,
36,122,601869,8.7,356,217,291,7,
36,122,602244,5.1,540,355,380,1,
36,122,602789,4.8,453,363,383,2,
36,122,602789,4.8,453,363,383,2,
36,122,603492,8.7,414,240,221,1,
36,122,603493,8.7,414,240,221,1,
36,122,604417,8.8,405,235,220,1,
36,122,699730,8.9,410,235,220,1,
36,122,916236,9.4,414,240,221,1,
36,122,940220,7.1,427,205,236,1,
36,122,941371,11.7,350,195,255,1,
37,151,601826,2.24,525,265,159,5,
37,151,601826,2.24,525,265,159,5,
37,151,601826,2.24,525,265,159,5,
37,151,601826,2.24,525,265,159,5,
37,151,601826,2.24,525,265,159,5,
37,151,601827,2.1,525,265,155,2,
37,151,601827,2.1,525,265,155,2,
37,151,601831,2.1,520,265,155,3,
37,151,601831,2.1,520,265,155,3,
37,151,601831,2.1,520,265,155,3,
37,151,601832,2.1,525,266,157,1,
37,151,601833,2.1,525,266,157,3,
37,151,601833,2.1,525,266,157,3,
37,151,601833,2.1,525,266,157,3,
37,151,602112,3.9,306,266,296,3,
37,151,602112,3.9,306,266,296,3,
37,151,602112,3.9,306,266,296,3,
37,151,602660,2.3,520,265,150,1,
37,151,602792,3.9,380,315,380,2,
37,151,602792,3.9,380,315,380,2,
39,423,531158,5.4,284,191,228,3,
39,423,531158,5.4,284,191,228,3,
39,423,531158,5.4,284,191,228,3,
39,423,536858,5.3,310,205,195,1,
39,423,538213,6.8,320,260,140,3,
39,423,538213,6.8,320,260,140,3,
39,423,538213,6.8,320,260,140,3,
39,423,538265,5.6,333,192,204,1,
39,423,538553,2.1,274,190,149,2,
39,423,538553,2.1,274,190,149,2,
39,423,544653,1.6,344,246,150,2,
39,423,544653,1.6,344,246,150,2,
39,423,545966,4.92,370,345,190,3,
39,423,545966,4.92,370,345,190,3,
39,423,545966,4.92,370,345,190,3,
39,423,552112,6.2,400,270,150,3,
39,423,552112,6.2,400,270,150,3,
39,423,552112,6.2,400,270,150,3,
39,423,554141,1.96,340,185,250,3,
39,423,554141,1.96,340,185,250,3,
