品番,品名,長さ,幅,高さ,重量,数量
548336,IW0001,275,190,150,2.06,3
558802,R0001,385,315,130,7.36,1
940392,HQ0001,361,291,226,8.1,1
940394,NU0001,361,291,226,8.1,1
