BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
87,197,393164,3.3,210,205,192,1,red
87,197,551043,4.38,350,215,285,4,tan
87,197,551043,4.38,350,215,285,4,tan
87,197,551043,4.38,350,215,285,4,tan
87,197,551043,4.38,350,215,285,4,tan
87,197,554657,13.35,430,210,310,1,blue
87,197,554914,16.05,458,223,302,3,gold
87,197,554914,16.05,458,223,302,3,gold
87,197,554914,16.05,458,223,302,3,gold
87,197,559209,10.7,263,210,258,2,navy
87,197,559209,10.7,263,210,258,2,navy
87,197,559972,10.5,403,256,234,1,plum
87,197,559976,10.65,395,255,235,1,gray
87,197,699437,3.6,310,210,281,1,black
87,197,900023,7.3,320,213,193,1,bisque
87,197,919418,10.85,345,195,255,1,sienna
87,197,919423,10.9,350,195,255,1,yellow
87,197,941369,11.7,350,195,255,2,silver
87,197,941369,11.7,350,195,255,2,silver
