BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
89,496,531456,20,449,309,318,5,red
89,496,531456,20,449,309,318,5,red
89,496,531456,20,449,309,318,5,red
89,496,531456,20,449,309,318,5,red
89,496,531456,20,449,309,318,5,red
89,496,550818,13.2,360,320,265,5,tan
89,496,550818,13.2,360,320,265,5,tan
89,496,550818,13.2,360,320,265,5,tan
89,496,550818,13.2,360,320,265,5,tan
89,496,550818,13.2,360,320,265,5,tan
89,496,552937,5.82,415,255,225,5,blue
89,496,552937,5.82,415,255,225,5,blue
89,496,552937,5.82,415,255,225,5,blue
89,496,552937,5.82,415,255,225,5,blue
89,496,552937,5.82,415,255,225,5,blue
89,496,555521,4.4,370,340,190,5,gold
89,496,555521,4.4,370,340,190,5,gold
89,496,555521,4.4,370,340,190,5,gold
89,496,555521,4.4,370,340,190,5,gold
89,496,555521,4.4,370,340,190,5,gold
89,496,555521,4.4,370,340,190,5,gold
89,496,555521,4.4,370,340,190,5,gold
89,496,555521,4.4,370,340,190,5,gold
89,496,555521,4.4,370,340,190,5,gold
89,496,555521,4.4,370,340,190,5,gold
89,496,555521,4.4,370,340,190,5,gold
89,496,555521,4.4,370,340,190,5,gold
89,496,555521,4.4,370,340,190,5,gold
89,496,555521,4.4,370,340,190,5,gold
89,496,555521,4.4,370,340,190,5,gold
89,496,555706,5.42,410,210,220,6,navy
89,496,555706,5.42,410,210,220,6,navy
89,496,555706,5.42,410,210,220,6,navy
89,496,555706,5.42,410,210,220,6,navy
89,496,555706,5.42,410,210,220,6,navy
89,496,555706,5.42,410,210,220,6,navy
89,496,555877,10.4,439,328,215,6,plum
89,496,555877,10.4,439,328,215,6,plum
89,496,555877,10.4,439,328,215,6,plum
89,496,555877,10.4,439,328,215,6,plum
89,496,555877,10.4,439,328,215,6,plum
89,496,555877,10.4,439,328,215,6,plum
89,496,556263,5.56,312,266,211,5,gray
89,496,556263,5.56,312,266,211,5,gray
89,496,556263,5.56,312,266,211,5,gray
89,496,556263,5.56,312,266,211,5,gray
89,496,556263,5.56,312,266,211,5,gray
89,496,559580,8.6,385,265,180,5,black
89,496,559580,8.6,385,265,180,5,black
89,496,559580,8.6,385,265,180,5,black
89,496,559580,8.6,385,265,180,5,black
89,496,559580,8.6,385,265,180,5,black
89,496,559868,9.1,355,265,210,5,bisque
89,496,559868,9.1,355,265,210,5,bisque
89,496,559868,9.1,355,265,210,5,bisque
89,496,559868,9.1,355,265,210,5,bisque
89,496,559868,9.1,355,265,210,5,bisque
89,496,601826,2.24,525,265,159,3,sienna
89,496,601826,2.24,525,265,159,3,sienna
89,496,601826,2.24,525,265,159,3,sienna
89,496,603060,2.6,420,240,245,6,yellow
89,496,603060,2.6,420,240,245,6,yellow
89,496,603060,2.6,420,240,245,6,yellow
89,496,603060,2.6,420,240,245,6,yellow
89,496,603060,2.6,420,240,245,6,yellow
89,496,603060,2.6,420,240,245,6,yellow
