BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,558802,7.36,385,315,130,26,red
81,408,941240,7.7,355,215,265,2,tan
81,408,941240,7.7,355,215,265,2,tan
81,408,941241,7.92,355,215,265,2,blue
81,408,941241,7.92,355,215,265,2,blue
81,408,941244,7.8,361,215,264,3,gold
81,408,941244,7.8,361,215,264,3,gold
81,408,941244,7.8,361,215,264,3,gold
