BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
83,279,558769,11.7,430,271,237,1,red
83,279,558783,11.7,430,271,237,6,tan
83,279,558783,11.7,430,271,237,6,tan
83,279,558783,11.7,430,271,237,6,tan
83,279,558783,11.7,430,271,237,6,tan
83,279,558783,11.7,430,271,237,6,tan
83,279,558783,11.7,430,271,237,6,tan
83,279,558802,7.36,385,315,130,13,blue
83,279,558802,7.36,385,315,130,13,blue
83,279,558802,7.36,385,315,130,13,blue
83,279,558802,7.36,385,315,130,13,blue
83,279,558802,7.36,385,315,130,13,blue
83,279,558802,7.36,385,315,130,13,blue
83,279,558802,7.36,385,315,130,13,blue
83,279,558802,7.36,385,315,130,13,blue
83,279,558802,7.36,385,315,130,13,blue
83,279,558802,7.36,385,315,130,13,blue
83,279,558802,7.36,385,315,130,13,blue
83,279,558802,7.36,385,315,130,13,blue
83,279,558802,7.36,385,315,130,13,blue
83,279,558862,4.6,545,265,360,1,gold
83,279,559200,14.5,395,315,260,1,navy
83,279,559206,5.8,362,209,172,2,plum
83,279,559206,5.8,362,209,172,2,plum
83,279,601709,7.7,420,295,235,1,gray
83,279,601710,7.7,428,298,239,1,black
83,279,601748,12.2,390,255,230,2,bisque
83,279,601748,12.2,390,255,230,2,bisque
83,279,601749,7.3,286,213,237,2,sienna
83,279,601749,7.3,286,213,237,2,sienna
83,279,601751,13.8,345,310,285,7,yellow
83,279,601751,13.8,345,310,285,7,yellow
83,279,601751,13.8,345,310,285,7,yellow
83,279,601751,13.8,345,310,285,7,yellow
83,279,601751,13.8,345,310,285,7,yellow
83,279,601751,13.8,345,310,285,7,yellow
83,279,601751,13.8,345,310,285,7,yellow
83,279,601867,10.8,377,338,239,1,silver
