BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
26,182,534736,8.6,361,215,265,1,red
26,182,554071,6.5,325,175,210,1,tan
26,182,558229,7.1,360,335,145,6,blue
26,182,558229,7.1,360,335,145,6,blue
26,182,558229,7.1,360,335,145,6,blue
26,182,558229,7.1,360,335,145,6,blue
26,182,558229,7.1,360,335,145,6,blue
26,182,558229,7.1,360,335,145,6,blue
26,182,558728,8.3,383,313,133,5,gold
26,182,558728,8.3,383,313,133,5,gold
26,182,558728,8.3,383,313,133,5,gold
26,182,558728,8.3,383,313,133,5,gold
26,182,558728,8.3,383,313,133,5,gold
26,182,558802,7.36,385,315,130,9,navy
26,182,558802,7.36,385,315,130,9,navy
26,182,558802,7.36,385,315,130,9,navy
26,182,558802,7.36,385,315,130,9,navy
26,182,558802,7.36,385,315,130,9,navy
26,182,558802,7.36,385,315,130,9,navy
26,182,558802,7.36,385,315,130,9,navy
26,182,558802,7.36,385,315,130,9,navy
26,182,558802,7.36,385,315,130,9,navy
26,182,559099,7.8,356,217,311,1,plum
26,182,601867,10.8,377,338,239,1,gray
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,558802,7.36,385,315,130,35,navy
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,601869,8.7,356,217,291,30,black
60,182,603493,8.7,414,240,221,4,bisque
60,182,603493,8.7,414,240,221,4,bisque
60,182,603493,8.7,414,240,221,4,bisque
60,182,603493,8.7,414,240,221,4,bisque
