BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
11,9198,699149,7.58,540,330,415,6,red
11,9198,699149,7.58,540,330,415,6,red
11,9198,699149,7.58,540,330,415,6,red
11,9198,699149,7.58,540,330,415,6,red
11,9198,699149,7.58,540,330,415,6,red
11,9198,699149,7.58,540,330,415,6,red
11,9198,699151,7.9,540,330,495,3,tan
11,9198,699151,7.9,540,330,495,3,tan
11,9198,699151,7.9,540,330,495,3,tan
11,9198,699171,10.1,520,330,410,8,blue
11,9198,699171,10.1,520,330,410,8,blue
11,9198,699171,10.1,520,330,410,8,blue
11,9198,699171,10.1,520,330,410,8,blue
11,9198,699171,10.1,520,330,410,8,blue
11,9198,699171,10.1,520,330,410,8,blue
11,9198,699171,10.1,520,330,410,8,blue
11,9198,699171,10.1,520,330,410,8,blue
